17:48:25.910994 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 3574583819:3574586715, ack 2860355411, win 58, options [nop,nop,TS val 27836492 ecr 27836491], length 2896
17:48:31.062567 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4546720:4549616, ack 1, win 58, options [nop,nop,TS val 27837746 ecr 27837744], length 2896
17:48:31.068623 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4549616:4552512, ack 1, win 58, options [nop,nop,TS val 27837747 ecr 27837746], length 2896
17:48:31.074679 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4552512:4555408, ack 1, win 58, options [nop,nop,TS val 27837749 ecr 27837747], length 2896
17:48:31.080735 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4555408:4558304, ack 1, win 58, options [nop,nop,TS val 27837750 ecr 27837749], length 2896
17:48:31.086791 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4558304:4561200, ack 1, win 58, options [nop,nop,TS val 27837752 ecr 27837750], length 2896
17:48:31.092847 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4561200:4564096, ack 1, win 58, options [nop,nop,TS val 27837753 ecr 27837752], length 2896
17:48:31.098903 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4564096:4566992, ack 1, win 58, options [nop,nop,TS val 27837755 ecr 27837753], length 2896
17:48:31.104959 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4566992:4569888, ack 1, win 58, options [nop,nop,TS val 27837756 ecr 27837755], length 2896
17:48:31.111015 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4569888:4572784, ack 1, win 58, options [nop,nop,TS val 27837758 ecr 27837756], length 2896
17:48:31.117071 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4572784:4575680, ack 1, win 58, options [nop,nop,TS val 27837759 ecr 27837758], length 2896
17:48:31.123127 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4575680:4578576, ack 1, win 58, options [nop,nop,TS val 27837761 ecr 27837759], length 2896
17:48:31.129183 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4578576:4581472, ack 1, win 58, options [nop,nop,TS val 27837762 ecr 27837761], length 2896
17:48:31.135239 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4581472:4584368, ack 1, win 58, options [nop,nop,TS val 27837764 ecr 27837762], length 2896
17:48:31.141295 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4584368:4587264, ack 1, win 58, options [nop,nop,TS val 27837765 ecr 27837764], length 2896
17:48:31.147351 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4587264:4590160, ack 1, win 58, options [nop,nop,TS val 27837767 ecr 27837765], length 2896
17:48:31.153407 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 4590160:4593056, ack 1, win 58, options [nop,nop,TS val 27837769 ecr 27837767], length 2896
17:48:31.159463 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4593056:4595952, ack 1, win 58, options [nop,nop,TS val 27837770 ecr 27837769], length 2896
17:48:31.165521 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4595952:4598848, ack 1, win 58, options [nop,nop,TS val 27837772 ecr 27837770], length 2896
17:48:31.171576 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4598848:4601744, ack 1, win 58, options [nop,nop,TS val 27837773 ecr 27837772], length 2896
17:48:31.177633 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4601744:4604640, ack 1, win 58, options [nop,nop,TS val 27837775 ecr 27837773], length 2896
17:48:31.183688 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4604640:4607536, ack 1, win 58, options [nop,nop,TS val 27837776 ecr 27837775], length 2896
17:48:31.189744 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4607536:4610432, ack 1, win 58, options [nop,nop,TS val 27837778 ecr 27837776], length 2896
17:48:31.195800 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4610432:4613328, ack 1, win 58, options [nop,nop,TS val 27837779 ecr 27837778], length 2896
17:48:31.201856 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4613328:4616224, ack 1, win 58, options [nop,nop,TS val 27837781 ecr 27837779], length 2896
17:48:31.207912 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4616224:4619120, ack 1, win 58, options [nop,nop,TS val 27837782 ecr 27837781], length 2896
17:48:31.213968 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4619120:4622016, ack 1, win 58, options [nop,nop,TS val 27837784 ecr 27837782], length 2896
17:48:31.220024 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4622016:4624912, ack 1, win 58, options [nop,nop,TS val 27837785 ecr 27837784], length 2896
17:48:31.226080 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4624912:4627808, ack 1, win 58, options [nop,nop,TS val 27837787 ecr 27837785], length 2896
17:48:31.232136 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4627808:4630704, ack 1, win 58, options [nop,nop,TS val 27837788 ecr 27837787], length 2896
17:48:31.238192 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4630704:4633600, ack 1, win 58, options [nop,nop,TS val 27837790 ecr 27837788], length 2896
17:48:31.244248 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4633600:4636496, ack 1, win 58, options [nop,nop,TS val 27837791 ecr 27837790], length 2896
17:48:31.250304 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4636496:4639392, ack 1, win 58, options [nop,nop,TS val 27837793 ecr 27837791], length 2896
17:48:31.256360 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4639392:4642288, ack 1, win 58, options [nop,nop,TS val 27837794 ecr 27837793], length 2896
17:48:31.262416 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4642288:4645184, ack 1, win 58, options [nop,nop,TS val 27837796 ecr 27837794], length 2896
17:48:31.268472 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4645184:4648080, ack 1, win 58, options [nop,nop,TS val 27837797 ecr 27837796], length 2896
17:48:31.274528 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4648080:4650976, ack 1, win 58, options [nop,nop,TS val 27837799 ecr 27837797], length 2896
17:48:31.280584 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4650976:4653872, ack 1, win 58, options [nop,nop,TS val 27837800 ecr 27837799], length 2896
17:48:31.286640 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4653872:4656768, ack 1, win 58, options [nop,nop,TS val 27837802 ecr 27837800], length 2896
17:48:31.292696 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4656768:4659664, ack 1, win 58, options [nop,nop,TS val 27837803 ecr 27837802], length 2896
17:48:31.298752 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4659664:4662560, ack 1, win 58, options [nop,nop,TS val 27837805 ecr 27837803], length 2896
17:48:31.304808 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4662560:4665456, ack 1, win 58, options [nop,nop,TS val 27837806 ecr 27837805], length 2896
17:48:31.310864 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4665456:4668352, ack 1, win 58, options [nop,nop,TS val 27837808 ecr 27837806], length 2896
17:48:31.316920 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4668352:4671248, ack 1, win 58, options [nop,nop,TS val 27837809 ecr 27837808], length 2896
17:48:31.322976 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4671248:4674144, ack 1, win 58, options [nop,nop,TS val 27837811 ecr 27837809], length 2896
17:48:31.329032 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4674144:4677040, ack 1, win 58, options [nop,nop,TS val 27837812 ecr 27837811], length 2896
17:48:31.335088 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4677040:4679936, ack 1, win 58, options [nop,nop,TS val 27837814 ecr 27837812], length 2896
17:48:31.341144 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4679936:4682832, ack 1, win 58, options [nop,nop,TS val 27837815 ecr 27837814], length 2896
17:48:31.347200 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4682832:4685728, ack 1, win 58, options [nop,nop,TS val 27837817 ecr 27837815], length 2896
17:48:31.353256 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4685728:4688624, ack 1, win 58, options [nop,nop,TS val 27837818 ecr 27837817], length 2896
17:48:31.359312 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4688624:4691520, ack 1, win 58, options [nop,nop,TS val 27837820 ecr 27837818], length 2896
17:48:31.365368 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4691520:4694416, ack 1, win 58, options [nop,nop,TS val 27837821 ecr 27837820], length 2896
17:48:31.371424 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4694416:4697312, ack 1, win 58, options [nop,nop,TS val 27837823 ecr 27837821], length 2896
17:48:31.377480 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4697312:4700208, ack 1, win 58, options [nop,nop,TS val 27837825 ecr 27837823], length 2896
17:48:31.383536 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4700208:4703104, ack 1, win 58, options [nop,nop,TS val 27837826 ecr 27837825], length 2896
17:48:31.389732 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4703104:4706000, ack 1, win 58, options [nop,nop,TS val 27837828 ecr 27837826], length 2896
17:48:31.395788 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4706000:4708896, ack 1, win 58, options [nop,nop,TS val 27837829 ecr 27837828], length 2896
17:48:31.401845 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4708896:4711792, ack 1, win 58, options [nop,nop,TS val 27837831 ecr 27837829], length 2896
17:48:31.407902 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4711792:4714688, ack 1, win 58, options [nop,nop,TS val 27837832 ecr 27837831], length 2896
17:48:31.413956 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4714688:4717584, ack 1, win 58, options [nop,nop,TS val 27837834 ecr 27837832], length 2896
17:48:31.420012 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4717584:4720480, ack 1, win 58, options [nop,nop,TS val 27837835 ecr 27837834], length 2896
17:48:31.426069 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4720480:4723376, ack 1, win 58, options [nop,nop,TS val 27837837 ecr 27837835], length 2896
17:48:31.432124 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4723376:4726272, ack 1, win 58, options [nop,nop,TS val 27837838 ecr 27837837], length 2896
17:48:31.438180 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4726272:4729168, ack 1, win 58, options [nop,nop,TS val 27837840 ecr 27837838], length 2896
17:48:31.444236 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4729168:4732064, ack 1, win 58, options [nop,nop,TS val 27837841 ecr 27837840], length 2896
17:48:31.450292 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4732064:4734960, ack 1, win 58, options [nop,nop,TS val 27837843 ecr 27837841], length 2896
17:48:31.456353 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4734960:4737856, ack 1, win 58, options [nop,nop,TS val 27837844 ecr 27837843], length 2896
17:48:31.462406 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4737856:4740752, ack 1, win 58, options [nop,nop,TS val 27837846 ecr 27837844], length 2896
17:48:31.470479 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4740752:4743648, ack 1, win 58, options [nop,nop,TS val 27837847 ecr 27837846], length 2896
17:48:31.478554 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4743648:4746544, ack 1, win 58, options [nop,nop,TS val 27837849 ecr 27837847], length 2896
17:48:31.486628 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 4746544:4749440, ack 1, win 58, options [nop,nop,TS val 27837850 ecr 27837849], length 2896
17:48:31.494703 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4749440:4752336, ack 1, win 58, options [nop,nop,TS val 27837852 ecr 27837850], length 2896
17:48:31.502777 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4752336:4755232, ack 1, win 58, options [nop,nop,TS val 27837853 ecr 27837852], length 2896
17:48:31.510852 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4755232:4758128, ack 1, win 58, options [nop,nop,TS val 27837855 ecr 27837853], length 2896
17:48:31.518929 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4758128:4761024, ack 1, win 58, options [nop,nop,TS val 27837856 ecr 27837855], length 2896
17:48:31.527001 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4761024:4763920, ack 1, win 58, options [nop,nop,TS val 27837858 ecr 27837856], length 2896
17:48:31.535076 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4763920:4766816, ack 1, win 58, options [nop,nop,TS val 27837859 ecr 27837858], length 2896
17:48:31.543150 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4766816:4769712, ack 1, win 58, options [nop,nop,TS val 27837861 ecr 27837859], length 2896
17:48:31.551225 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4769712:4772608, ack 1, win 58, options [nop,nop,TS val 27837862 ecr 27837861], length 2896
17:48:31.559300 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4772608:4775504, ack 1, win 58, options [nop,nop,TS val 27837864 ecr 27837862], length 2896
17:48:31.567375 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4775504:4778400, ack 1, win 58, options [nop,nop,TS val 27837865 ecr 27837864], length 2896
17:48:31.575449 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4778400:4781296, ack 1, win 58, options [nop,nop,TS val 27837867 ecr 27837865], length 2896
17:48:31.583524 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4781296:4784192, ack 1, win 58, options [nop,nop,TS val 27837868 ecr 27837867], length 2896
17:48:31.591598 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4784192:4787088, ack 1, win 58, options [nop,nop,TS val 27837870 ecr 27837868], length 2896
17:48:31.599674 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4787088:4789984, ack 1, win 58, options [nop,nop,TS val 27837871 ecr 27837870], length 2896
17:48:31.607748 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4789984:4792880, ack 1, win 58, options [nop,nop,TS val 27837873 ecr 27837871], length 2896
17:48:31.615822 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4792880:4795776, ack 1, win 58, options [nop,nop,TS val 27837874 ecr 27837873], length 2896
17:48:31.623897 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4795776:4798672, ack 1, win 58, options [nop,nop,TS val 27837876 ecr 27837874], length 2896
17:48:31.631972 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4798672:4801568, ack 1, win 58, options [nop,nop,TS val 27837878 ecr 27837876], length 2896
17:48:31.640047 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4801568:4804464, ack 1, win 58, options [nop,nop,TS val 27837879 ecr 27837878], length 2896
17:48:31.648122 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4804464:4807360, ack 1, win 58, options [nop,nop,TS val 27837881 ecr 27837879], length 2896
17:48:31.656196 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4807360:4810256, ack 1, win 58, options [nop,nop,TS val 27837882 ecr 27837881], length 2896
17:48:31.664270 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4810256:4813152, ack 1, win 58, options [nop,nop,TS val 27837884 ecr 27837882], length 2896
17:48:31.672345 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4813152:4816048, ack 1, win 58, options [nop,nop,TS val 27837885 ecr 27837884], length 2896
17:48:31.680421 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4816048:4818944, ack 1, win 58, options [nop,nop,TS val 27837887 ecr 27837885], length 2896
17:48:31.688495 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4818944:4821840, ack 1, win 58, options [nop,nop,TS val 27837888 ecr 27837887], length 2896
17:48:31.696573 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4821840:4824736, ack 1, win 58, options [nop,nop,TS val 27837890 ecr 27837888], length 2896
17:48:31.704649 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4824736:4827632, ack 1, win 58, options [nop,nop,TS val 27837891 ecr 27837890], length 2896
17:48:31.712720 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4827632:4830528, ack 1, win 58, options [nop,nop,TS val 27837893 ecr 27837891], length 2896
17:48:31.720794 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4830528:4833424, ack 1, win 58, options [nop,nop,TS val 27837894 ecr 27837893], length 2896
17:48:31.728868 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4833424:4836320, ack 1, win 58, options [nop,nop,TS val 27837896 ecr 27837894], length 2896
17:48:31.736943 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4836320:4839216, ack 1, win 58, options [nop,nop,TS val 27837897 ecr 27837896], length 2896
17:48:31.745017 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4839216:4842112, ack 1, win 58, options [nop,nop,TS val 27837899 ecr 27837897], length 2896
17:48:31.753092 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4842112:4845008, ack 1, win 58, options [nop,nop,TS val 27837900 ecr 27837899], length 2896
17:48:31.761167 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4845008:4847904, ack 1, win 58, options [nop,nop,TS val 27837902 ecr 27837900], length 2896
17:48:31.769242 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4847904:4850800, ack 1, win 58, options [nop,nop,TS val 27837904 ecr 27837902], length 2896
17:48:31.777317 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4850800:4853696, ack 1, win 58, options [nop,nop,TS val 27837906 ecr 27837904], length 2896
17:48:31.785395 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4853696:4856592, ack 1, win 58, options [nop,nop,TS val 27837908 ecr 27837906], length 2896
17:48:31.793469 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4856592:4859488, ack 1, win 58, options [nop,nop,TS val 27837910 ecr 27837908], length 2896
17:48:31.801543 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4859488:4862384, ack 1, win 58, options [nop,nop,TS val 27837912 ecr 27837910], length 2896
17:48:31.809615 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4862384:4865280, ack 1, win 58, options [nop,nop,TS val 27837914 ecr 27837912], length 2896
17:48:31.817689 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4865280:4868176, ack 1, win 58, options [nop,nop,TS val 27837916 ecr 27837914], length 2896
17:48:31.825764 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4868176:4871072, ack 1, win 58, options [nop,nop,TS val 27837918 ecr 27837916], length 2896
17:48:31.833838 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4871072:4873968, ack 1, win 58, options [nop,nop,TS val 27837920 ecr 27837918], length 2896
17:48:31.841914 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4873968:4876864, ack 1, win 58, options [nop,nop,TS val 27837922 ecr 27837920], length 2896
17:48:31.849988 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4876864:4879760, ack 1, win 58, options [nop,nop,TS val 27837924 ecr 27837922], length 2896
17:48:31.858062 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4879760:4882656, ack 1, win 58, options [nop,nop,TS val 27837926 ecr 27837924], length 2896
17:48:31.866137 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4882656:4885552, ack 1, win 58, options [nop,nop,TS val 27837928 ecr 27837926], length 2896
17:48:31.874212 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4885552:4888448, ack 1, win 58, options [nop,nop,TS val 27837930 ecr 27837928], length 2896
17:48:31.882287 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4888448:4891344, ack 1, win 58, options [nop,nop,TS val 27837932 ecr 27837930], length 2896
17:48:31.890362 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4891344:4894240, ack 1, win 58, options [nop,nop,TS val 27837934 ecr 27837932], length 2896
17:48:31.898436 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4894240:4897136, ack 1, win 58, options [nop,nop,TS val 27837936 ecr 27837934], length 2896
17:48:31.906511 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4897136:4900032, ack 1, win 58, options [nop,nop,TS val 27837938 ecr 27837936], length 2896
17:48:31.914585 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4900032:4902928, ack 1, win 58, options [nop,nop,TS val 27837940 ecr 27837938], length 2896
17:48:31.922660 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [P.], seq 4902928:4905824, ack 1, win 58, options [nop,nop,TS val 27837942 ecr 27837940], length 2896
17:48:31.930735 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4905824:4908720, ack 1, win 58, options [nop,nop,TS val 27837944 ecr 27837942], length 2896
17:48:31.938809 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4908720:4911616, ack 1, win 58, options [nop,nop,TS val 27837946 ecr 27837944], length 2896
17:48:31.946884 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4911616:4914512, ack 1, win 58, options [nop,nop,TS val 27837948 ecr 27837946], length 2896
17:48:31.954958 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4914512:4917408, ack 1, win 58, options [nop,nop,TS val 27837950 ecr 27837948], length 2896
17:48:31.963034 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4917408:4920304, ack 1, win 58, options [nop,nop,TS val 27837952 ecr 27837950], length 2896
17:48:31.971108 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4920304:4923200, ack 1, win 58, options [nop,nop,TS val 27837954 ecr 27837952], length 2896
17:48:31.979182 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4923200:4926096, ack 1, win 58, options [nop,nop,TS val 27837956 ecr 27837954], length 2896
17:48:31.987257 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4926096:4928992, ack 1, win 58, options [nop,nop,TS val 27837958 ecr 27837956], length 2896
17:48:31.995333 IP 10.0.0.1.41848 > 10.0.0.2.5001: Flags [.], seq 4928992:4931888, ack 1, win 58, options [nop,nop,TS val 27837960 ecr 27837958], length 2896
